name,shape,dtype,value
.kernel.kernels[0].variance,0,float64,0.2002118544692224
.kernel.kernels[1].variance,0,float64,1.8625783789739666e-16
.kernel.kernels[1].lengthscale,0,float64,14.079706962484346
.likelihood.variance,0,float64,0.018195901200652655
