name,shape,dtype,value
.kernel.kernels[0].variance,0,float64,0.11016017243926084
.kernel.kernels[1].variance,0,float64,0.46144748683284675
.kernel.kernels[1].lengthscale,0,float64,21.13074646466992
.likelihood.variance,0,float64,4.511456452579633e-18
