,evolutionary_track,x,y,x2,xlog,ylog,xrange,yrange,xnormalization,ynormalization,kname,combination,mean_deviation,max_deviation,saveGPmodel,saveGPdata
214,m1.08_feh5.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[74870493.48353364, 11069607730.153185]","[4620.925482192677, 5660.226318844149]",True,True,constant + exponential,True,0.00016418078456758567,0.0022346280296887677,m1.08_feh5.0_MLT1.9_fov0.018.gpdict,m1.08_feh5.0_MLT1.9_fov0.018.gpdata
215,m0.94_feh0.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[86685949.03250514, 14212076274.870453]","[4790.775691055471, 5799.801166239188]",True,True,constant + exponential,True,5.586640341309141e-05,0.0003490092048575866,m0.94_feh0.0_MLT1.9_fov0.018.gpdict,m0.94_feh0.0_MLT1.9_fov0.018.gpdata
216,m1.17_feh-5.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[32093835.911933213, 4347702128.678279]","[5122.468003604123, 7091.379140662166]",True,True,constant + exponential,True,7.812218533379133e-05,0.0009941226673476633,m1.17_feh-5.5_MLT1.9_fov0.018.gpdict,m1.17_feh-5.5_MLT1.9_fov0.018.gpdata
217,m1.23_feh-4.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[31334983.58983689, 3836741077.477266]","[5108.448387869211, 7178.6090500188]",True,True,constant + exponential,True,0.0001086247559504426,0.001505813363007813,m1.23_feh-4.5_MLT1.9_fov0.018.gpdict,m1.23_feh-4.5_MLT1.9_fov0.018.gpdata
218,m0.98_feh3.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[93767934.7653117, 15399445044.774672]","[4635.896225846861, 5534.9128554697745]",True,True,constant + exponential,True,6.682904181137697e-05,0.0010261024640834115,m0.98_feh3.5_MLT1.9_fov0.018.gpdict,m0.98_feh3.5_MLT1.9_fov0.018.gpdata
219,m0.99_feh-0.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[74585308.60428755, 11222679596.47802]","[4840.222129742126, 5985.901936621703]",True,True,constant + exponential,True,4.27873817662653e-05,0.0005004225982336852,m0.99_feh-0.5_MLT1.9_fov0.018.gpdict,m0.99_feh-0.5_MLT1.9_fov0.018.gpdata
220,m1.25_feh1.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[43747716.69663941, 5591007390.128435]","[4838.910388613886, 6360.448581263665]",True,True,constant + exponential,True,8.635907748173115e-05,0.0012481910118593564,m1.25_feh1.5_MLT1.9_fov0.018.gpdict,m1.25_feh1.5_MLT1.9_fov0.018.gpdata
221,m1.18_feh-5.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[32446785.91262197, 4221902545.374103]","[5123.530199482943, 7129.256463144853]",True,True,constant + exponential,True,0.00018097708455441547,0.003257503833622999,m1.18_feh-5.5_MLT1.9_fov0.018.gpdict,m1.18_feh-5.5_MLT1.9_fov0.018.gpdata
222,m1.08_feh-2.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[52922256.74218284, 7039708061.874488]","[4965.417859987562, 6426.644328023055]",True,True,constant + exponential,True,3.0317234276812574e-05,0.0001637485941939909,m1.08_feh-2.5_MLT1.9_fov0.018.gpdict,m1.08_feh-2.5_MLT1.9_fov0.018.gpdata
223,m1.26_feh-2.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[32650885.84165118, 4064698742.197355]","[5030.8058012429965, 6919.572527913457]",True,True,constant + exponential,True,9.561532378174856e-05,0.0006092581948242692,m1.26_feh-2.5_MLT1.9_fov0.018.gpdict,m1.26_feh-2.5_MLT1.9_fov0.018.gpdata
224,m1.21_feh-4.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[34502053.859607, 4197703379.3390756]","[4947.971166439445, 6979.650431472785]",True,True,constant + exponential,True,0.0001431904718532236,0.0022582484080975185,m1.21_feh-4.0_MLT1.9_fov0.018.gpdict,m1.21_feh-4.0_MLT1.9_fov0.018.gpdata
225,m1.07_feh1.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[64376849.23135636, 9629895693.000307]","[4760.244163029524, 5985.118876851575]",True,True,constant + exponential,True,5.279193210806473e-05,0.00024781121433337105,m1.07_feh1.0_MLT1.9_fov0.018.gpdict,m1.07_feh1.0_MLT1.9_fov0.018.gpdata
226,m1.29_feh3.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[43068585.23476921, 5477169208.107931]","[4787.272629752044, 6283.914873600235]",True,True,constant + exponential,True,0.00010885577473034462,0.00137132987859101,m1.29_feh3.0_MLT1.9_fov0.018.gpdict,m1.29_feh3.0_MLT1.9_fov0.018.gpdata
227,m1.28_feh-4.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[28257501.06630305, 3437772879.930036]","[5114.43935717753, 7294.293284727157]",True,True,constant + exponential,True,0.00019822194441149616,0.005449314969433461,m1.28_feh-4.0_MLT1.9_fov0.018.gpdict,m1.28_feh-4.0_MLT1.9_fov0.018.gpdata
228,m0.96_feh-0.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[83298440.7129337, 12604900880.042412]","[4818.294571104443, 5911.295250523244]",True,True,constant + exponential,True,6.84409936280631e-05,0.0008944053821589026,m0.96_feh-0.5_MLT1.9_fov0.018.gpdict,m0.96_feh-0.5_MLT1.9_fov0.018.gpdata
229,m0.91_feh-5.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[66138509.65863343, 10730126210.230991]","[5080.138610297852, 6322.771041566465]",True,True,constant + exponential,True,7.230887014312632e-05,0.0012084840722226264,m0.91_feh-5.5_MLT1.9_fov0.018.gpdict,m0.91_feh-5.5_MLT1.9_fov0.018.gpdata
230,m1.26_feh-5.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[27191367.72133253, 3432868735.4546514]","[5150.145636217667, 7395.490037403709]",True,True,constant + exponential,True,8.586512732003591e-05,0.0013626130842462336,m1.26_feh-5.0_MLT1.9_fov0.018.gpdict,m1.26_feh-5.0_MLT1.9_fov0.018.gpdata
231,m1.0_feh2.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[82465115.87573914, 13617070160.128462]","[4682.455842797614, 5666.447498833529]",True,True,constant + exponential,True,9.855533775089669e-05,0.0021821593745718904,m1.0_feh2.5_MLT1.9_fov0.018.gpdict,m1.0_feh2.5_MLT1.9_fov0.018.gpdata
232,m1.2_feh-5.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[31514183.23822088, 4073460091.2950406]","[5115.507256053384, 7138.465386065501]",True,True,constant + exponential,True,0.00014491953851248208,0.0027260048975994433,m1.2_feh-5.0_MLT1.9_fov0.018.gpdict,m1.2_feh-5.0_MLT1.9_fov0.018.gpdata
233,m1.08_feh2.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[71858756.9906688, 10201719790.685043]","[4697.519918955255, 5855.406296882215]",True,True,constant + exponential,True,5.244157357299253e-05,0.0003053622543135459,m1.08_feh2.5_MLT1.9_fov0.018.gpdict,m1.08_feh2.5_MLT1.9_fov0.018.gpdata
234,m1.15_feh-5.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[33920143.75104158, 4619582910.871669]","[5114.654378168298, 7018.865017134127]",True,True,constant + exponential,True,6.785919976034785e-05,0.0009565231370660676,m1.15_feh-5.5_MLT1.9_fov0.018.gpdict,m1.15_feh-5.5_MLT1.9_fov0.018.gpdata
235,m1.18_feh-3.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[36459958.41676495, 4730224931.194922]","[5043.045538994871, 6848.23338067553]",True,True,constant + exponential,True,0.00024079573391016883,0.004982584030266746,m1.18_feh-3.5_MLT1.9_fov0.018.gpdict,m1.18_feh-3.5_MLT1.9_fov0.018.gpdata
236,m1.1600000000000001_feh1.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[53538300.71282539, 7360303178.3601675]","[4798.244381448367, 6148.429972829845]",True,True,constant + exponential,True,0.00016341243398847738,0.0037312915715781436,m1.1600000000000001_feh1.5_MLT1.9_fov0.018.gpdict,m1.1600000000000001_feh1.5_MLT1.9_fov0.018.gpdata
237,m0.97_feh-3.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[63978091.74292629, 9604380424.104977]","[4993.916345882618, 6282.00025966257]",True,True,constant + exponential,True,5.552836003925067e-05,0.0003232004514263087,m0.97_feh-3.5_MLT1.9_fov0.018.gpdict,m0.97_feh-3.5_MLT1.9_fov0.018.gpdata
238,m1.1_feh2.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[63433689.41855343, 9203637851.596188]","[4725.823652002401, 5956.7082921263245]",True,True,constant + exponential,True,8.08193976547619e-05,0.0016454211301519805,m1.1_feh2.0_MLT1.9_fov0.018.gpdict,m1.1_feh2.0_MLT1.9_fov0.018.gpdata
239,m0.9_feh-0.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[94599127.31141572, 16003747234.091318]","[4810.531394141109, 5759.882040841298]",True,True,constant + exponential,True,8.987732449202752e-05,0.0009179991818394351,m0.9_feh-0.5_MLT1.9_fov0.018.gpdict,m0.9_feh-0.5_MLT1.9_fov0.018.gpdata
240,m1.06_feh5.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[80256384.67684631, 11802525496.765732]","[4590.747964581697, 5615.431416338861]",True,True,constant + exponential,True,5.210325262168005e-05,0.0008244340079353041,m1.06_feh5.0_MLT1.9_fov0.018.gpdict,m1.06_feh5.0_MLT1.9_fov0.018.gpdata
241,m1.14_feh0.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[54001068.60030258, 6956013501.271777]","[4862.921977507155, 6288.025069106515]",True,True,constant + exponential,True,0.00016697573263236087,0.0016372567341677025,m1.14_feh0.0_MLT1.9_fov0.018.gpdict,m1.14_feh0.0_MLT1.9_fov0.018.gpdata
242,m1.29_feh1.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[39982655.61406911, 4987550721.581447]","[4855.015108827999, 6456.543718659303]",True,True,constant + exponential,True,8.793642069505809e-05,0.0008243833019795366,m1.29_feh1.5_MLT1.9_fov0.018.gpdict,m1.29_feh1.5_MLT1.9_fov0.018.gpdata
243,m0.91_feh0.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[93661857.07652424, 16791043344.77351]","[4759.444527572987, 5661.404150926392]",True,True,constant + exponential,True,3.79779986006078e-05,0.000337317392148373,m0.91_feh0.5_MLT1.9_fov0.018.gpdict,m0.91_feh0.5_MLT1.9_fov0.018.gpdata
244,m0.97_feh-4.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[64466175.97932717, 9278412886.492632]","[4887.334960396939, 6267.087775650364]",True,True,constant + exponential,True,5.0215128856431465e-05,0.0005038786649038673,m0.97_feh-4.0_MLT1.9_fov0.018.gpdict,m0.97_feh-4.0_MLT1.9_fov0.018.gpdata
245,m0.9_feh4.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[121227944.15849826, 21701695470.283333]","[4589.4078358382285, 5289.861467927853]",True,True,constant + exponential,True,6.406558773920849e-05,0.0008254277844835789,m0.9_feh4.5_MLT1.9_fov0.018.gpdict,m0.9_feh4.5_MLT1.9_fov0.018.gpdata
246,m1.05_feh-4.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[49619578.23682332, 6937220181.615535]","[4893.270055400686, 6482.3415208836805]",True,True,constant + exponential,True,4.7352496363270896e-05,0.000779104604888281,m1.05_feh-4.0_MLT1.9_fov0.018.gpdict,m1.05_feh-4.0_MLT1.9_fov0.018.gpdata
247,m1.25_feh0.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[41558136.21078689, 5198127839.381372]","[4882.3816466968765, 6486.157991752248]",True,True,constant + exponential,True,8.731141505905474e-05,0.0007625300060940532,m1.25_feh0.5_MLT1.9_fov0.018.gpdict,m1.25_feh0.5_MLT1.9_fov0.018.gpdata
248,m1.11_feh-1.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[50839711.5360685, 6859142110.778667]","[4923.80003319518, 6389.400791794266]",True,True,constant + exponential,True,0.00010745847845010221,0.0009693875423539833,m1.11_feh-1.5_MLT1.9_fov0.018.gpdict,m1.11_feh-1.5_MLT1.9_fov0.018.gpdata
249,m1.25_feh-1.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[36445121.26595853, 4629504262.072125]","[4831.880062038743, 6630.534753939792]",True,True,constant + exponential,True,6.860184125206827e-05,0.0006501678945635136,m1.25_feh-1.0_MLT1.9_fov0.018.gpdict,m1.25_feh-1.0_MLT1.9_fov0.018.gpdata
250,m1.09_feh4.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[73258471.81889665, 10530320407.754044]","[4636.825030597812, 5741.818537240486]",True,True,constant + exponential,True,6.0962152822028195e-05,0.00036502991126619033,m1.09_feh4.0_MLT1.9_fov0.018.gpdict,m1.09_feh4.0_MLT1.9_fov0.018.gpdata
251,m1.21_feh3.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[51988708.13165952, 7059584367.411965]","[4730.436059700052, 6057.915814814894]",True,True,constant + exponential,True,0.00017491972857794865,0.0014652411129377763,m1.21_feh3.5_MLT1.9_fov0.018.gpdict,m1.21_feh3.5_MLT1.9_fov0.018.gpdata
252,m1.14_feh5.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[63296842.19259232, 9074343773.068151]","[4642.097627249109, 5793.583602481539]",True,True,constant + exponential,True,0.0001207773217056861,0.000851016927686854,m1.14_feh5.0_MLT1.9_fov0.018.gpdict,m1.14_feh5.0_MLT1.9_fov0.018.gpdata
253,m1.18_feh3.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[54616092.48846617, 7557258642.276815]","[4853.195091534609, 6112.609795266074]",True,True,constant + exponential,True,0.00024099157239989847,0.005295129229005102,m1.18_feh3.0_MLT1.9_fov0.018.gpdict,m1.18_feh3.0_MLT1.9_fov0.018.gpdata
254,m1.01_feh-1.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[64113781.93845563, 9699524566.071035]","[4889.897338253601, 6143.267687840453]",True,True,constant + exponential,True,2.9555905488752894e-05,0.00022083874281841886,m1.01_feh-1.5_MLT1.9_fov0.018.gpdict,m1.01_feh-1.5_MLT1.9_fov0.018.gpdata
255,m0.99_feh-3.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[66830545.37279949, 9306527347.994915]","[4836.188331920121, 6195.2851897697465]",True,True,constant + exponential,True,4.9853340845145665e-05,0.00047960580069750236,m0.99_feh-3.0_MLT1.9_fov0.018.gpdict,m0.99_feh-3.0_MLT1.9_fov0.018.gpdata
256,m0.97_feh4.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[100948477.99151865, 16293792728.582243]","[4615.265841144771, 5474.260560836346]",True,True,constant + exponential,True,8.670601353758875e-05,0.0017262499334854686,m0.97_feh4.0_MLT1.9_fov0.018.gpdict,m0.97_feh4.0_MLT1.9_fov0.018.gpdata
257,m1.26_feh-3.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[28875392.83345823, 3752463901.150808]","[5082.648660069865, 7115.25776411723]",True,True,constant + exponential,True,7.97421647102035e-05,0.0009576208196514502,m1.26_feh-3.5_MLT1.9_fov0.018.gpdict,m1.26_feh-3.5_MLT1.9_fov0.018.gpdata
258,m1.01_feh-2.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[66312264.70548386, 9425077100.342905]","[4792.64077372247, 6112.192052075486]",True,True,constant + exponential,True,5.357520240161638e-05,0.000535478523752464,m1.01_feh-2.0_MLT1.9_fov0.018.gpdict,m1.01_feh-2.0_MLT1.9_fov0.018.gpdata
259,m1.13_feh-4.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[40189455.36647815, 5342482886.215986]","[4918.936539044939, 6710.827932367185]",True,True,constant + exponential,True,7.850212563300278e-05,0.0009233887666578733,m1.13_feh-4.0_MLT1.9_fov0.018.gpdict,m1.13_feh-4.0_MLT1.9_fov0.018.gpdata
260,m1.13_feh-4.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[37596661.32185018, 5170223276.237211]","[5068.506298643916, 6833.388711793352]",True,True,constant + exponential,True,7.541833759720258e-05,0.0013067995604754135,m1.13_feh-4.5_MLT1.9_fov0.018.gpdict,m1.13_feh-4.5_MLT1.9_fov0.018.gpdata
261,m1.05_feh-4.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[47545559.02239747, 6712848652.078725]","[5050.430066287421, 6605.295219873991]",True,True,constant + exponential,True,5.910906611591026e-05,0.0007505307600861322,m1.05_feh-4.5_MLT1.9_fov0.018.gpdict,m1.05_feh-4.5_MLT1.9_fov0.018.gpdata
262,m1.03_feh0.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[70498687.92108048, 10105065095.124891]","[4813.867515160258, 6022.66153343152]",True,True,constant + exponential,True,4.961999919655945e-05,0.0004937211812160447,m1.03_feh0.0_MLT1.9_fov0.018.gpdict,m1.03_feh0.0_MLT1.9_fov0.018.gpdata
263,m1.12_feh-2.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[48242324.33553986, 6194442283.444109]","[4972.087440215794, 6528.639166557122]",True,True,constant + exponential,True,7.233333648761993e-05,0.0009987127982094002,m1.12_feh-2.5_MLT1.9_fov0.018.gpdict,m1.12_feh-2.5_MLT1.9_fov0.018.gpdata
264,m1.21_feh-5.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[29354262.5708162, 3865243309.3740525]","[5140.9255959253915, 7249.7857566533485]",True,True,constant + exponential,True,8.652837491902865e-05,0.0006702228176016511,m1.21_feh-5.5_MLT1.9_fov0.018.gpdict,m1.21_feh-5.5_MLT1.9_fov0.018.gpdata
265,m1.07_feh-3.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[50716372.5211492, 6698381198.498632]","[5006.357414025997, 6540.506826603919]",True,True,constant + exponential,True,5.523341364859469e-05,0.0007702963521553086,m1.07_feh-3.5_MLT1.9_fov0.018.gpdict,m1.07_feh-3.5_MLT1.9_fov0.018.gpdata
266,m1.07_feh1.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[65581612.65164667, 9909231861.561241]","[4734.2742592161185, 5937.234641458298]",True,True,constant + exponential,True,0.0001377861043564237,0.0039277584287182865,m1.07_feh1.5_MLT1.9_fov0.018.gpdict,m1.07_feh1.5_MLT1.9_fov0.018.gpdata
267,m1.17_feh0.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[48200185.9342444, 6614074149.052609]","[4850.7517677609, 6291.375095742701]",True,True,constant + exponential,True,9.487501127018384e-05,0.0009816500305205311,m1.17_feh0.5_MLT1.9_fov0.018.gpdict,m1.17_feh0.5_MLT1.9_fov0.018.gpdata
268,m0.97_feh0.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[81128253.28431734, 13248992093.40017]","[4768.824663439901, 5809.558981907505]",True,True,constant + exponential,True,9.206235274580459e-05,0.0011975180830425813,m0.97_feh0.5_MLT1.9_fov0.018.gpdict,m0.97_feh0.5_MLT1.9_fov0.018.gpdata
269,m0.97_feh1.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[91574745.8829296, 14307530895.42839]","[4715.542591090316, 5696.0914182149145]",True,True,constant + exponential,True,7.662925238741213e-05,0.0007945121711036007,m0.97_feh1.5_MLT1.9_fov0.018.gpdict,m0.97_feh1.5_MLT1.9_fov0.018.gpdata
270,m1.21_feh-1.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[39194688.29386598, 5014857816.8747]","[4965.814766359657, 6645.59204422603]",True,True,constant + exponential,True,0.00013476641669979533,0.0018141671000042603,m1.21_feh-1.5_MLT1.9_fov0.018.gpdict,m1.21_feh-1.5_MLT1.9_fov0.018.gpdata
271,m1.11_feh2.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[61046549.90915006, 8893000205.493868]","[4733.1520603211375, 5980.148022078521]",True,True,constant + exponential,True,0.00014098712339712265,0.0024285637529626314,m1.11_feh2.0_MLT1.9_fov0.018.gpdict,m1.11_feh2.0_MLT1.9_fov0.018.gpdata
272,m0.98_feh-5.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[57138128.55009461, 8386340389.232498]","[5074.166973235784, 6466.760987924484]",True,True,constant + exponential,True,4.676113764403727e-05,0.0004022877096047095,m0.98_feh-5.0_MLT1.9_fov0.018.gpdict,m0.98_feh-5.0_MLT1.9_fov0.018.gpdata
273,m0.96_feh3.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[96442172.81586388, 16186485120.700172]","[4769.502246193732, 5611.204689548548]",True,True,constant + exponential,True,0.00011061009749700578,0.001574293429681628,m0.96_feh3.0_MLT1.9_fov0.018.gpdict,m0.96_feh3.0_MLT1.9_fov0.018.gpdata
274,m1.08_feh-3.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[47016597.19727026, 6483896636.686978]","[4992.060505924463, 6566.881877292381]",True,True,constant + exponential,True,4.316147204454404e-05,0.0002827146862341978,m1.08_feh-3.5_MLT1.9_fov0.018.gpdict,m1.08_feh-3.5_MLT1.9_fov0.018.gpdata
275,m1.02_feh-2.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[65164804.43492966, 9067380759.48132]","[4918.324711863248, 6215.242402527445]",True,True,constant + exponential,True,8.979502354603738e-05,0.0005965990022160916,m1.02_feh-2.0_MLT1.9_fov0.018.gpdict,m1.02_feh-2.0_MLT1.9_fov0.018.gpdata
276,m0.96_feh3.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[101077590.11215211, 16626136535.953327]","[4633.364070233897, 5490.5435016868705]",True,True,constant + exponential,True,7.807423585304498e-05,0.0010811152285951087,m0.96_feh3.5_MLT1.9_fov0.018.gpdict,m0.96_feh3.5_MLT1.9_fov0.018.gpdata
277,m1.19_feh-2.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[39494882.88231057, 5193800320.114411]","[4844.7258468227, 6580.091579059677]",True,True,constant + exponential,True,9.156378418112621e-05,0.000992509912302486,m1.19_feh-2.0_MLT1.9_fov0.018.gpdict,m1.19_feh-2.0_MLT1.9_fov0.018.gpdata
278,m1.17_feh-0.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[46830428.21164941, 6072862959.3206]","[4899.821844275844, 6425.803612186544]",True,True,constant + exponential,True,0.00011084420320710008,0.0012204480297622888,m1.17_feh-0.5_MLT1.9_fov0.018.gpdict,m1.17_feh-0.5_MLT1.9_fov0.018.gpdata
279,m1.28_feh2.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[41111417.7800309, 5294104150.590199]","[4826.214660861399, 6376.6552916433375]",True,True,constant + exponential,True,0.00012855096756533252,0.0007619731325428925,m1.28_feh2.0_MLT1.9_fov0.018.gpdict,m1.28_feh2.0_MLT1.9_fov0.018.gpdata
280,m1.17_feh-4.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[35777180.74695247, 4573309343.684611]","[5081.363202159987, 6961.230833882441]",True,True,constant + exponential,True,9.312719676308418e-05,0.0010113545346220887,m1.17_feh-4.5_MLT1.9_fov0.018.gpdict,m1.17_feh-4.5_MLT1.9_fov0.018.gpdata
281,m1.03_feh1.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[75280159.97329971, 11428343422.124132]","[4730.612920102483, 5841.615167965349]",True,True,constant + exponential,True,0.00014123222157732935,0.0013362498918577659,m1.03_feh1.5_MLT1.9_fov0.018.gpdict,m1.03_feh1.5_MLT1.9_fov0.018.gpdata
282,m1.13_feh4.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[66235266.58204706, 9270350545.297482]","[4670.839918934158, 5832.399661851512]",True,True,constant + exponential,True,0.0001685311812771778,0.0029841569801584145,m1.13_feh4.0_MLT1.9_fov0.018.gpdict,m1.13_feh4.0_MLT1.9_fov0.018.gpdata
283,m1.12_feh4.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[66679357.46315123, 9679255455.2639]","[4650.919908222482, 5774.8841761581725]",True,True,constant + exponential,True,0.0001590814982491979,0.0014614209864358685,m1.12_feh4.5_MLT1.9_fov0.018.gpdict,m1.12_feh4.5_MLT1.9_fov0.018.gpdata
284,m0.95_feh-1.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[80532954.57217044, 12668471019.54352]","[4721.591651653218, 5858.651157073984]",True,True,constant + exponential,True,6.416477583958541e-05,0.00037033322654611567,m0.95_feh-1.0_MLT1.9_fov0.018.gpdict,m0.95_feh-1.0_MLT1.9_fov0.018.gpdata
285,m1.04_feh-2.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[60460236.00565589, 8434739315.212365]","[4925.592427001815, 6264.3769837380505]",True,True,constant + exponential,True,4.0837507239723317e-05,0.0002785312180790811,m1.04_feh-2.0_MLT1.9_fov0.018.gpdict,m1.04_feh-2.0_MLT1.9_fov0.018.gpdata
286,m0.97_feh3.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[96644191.92613484, 15718932372.404146]","[4654.462735511726, 5550.374931662045]",True,True,constant + exponential,True,0.00011412533457666625,0.0020396423196388236,m0.97_feh3.0_MLT1.9_fov0.018.gpdict,m0.97_feh3.0_MLT1.9_fov0.018.gpdata
287,m0.92_feh0.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[90816835.58382228, 16133703899.724648]","[4756.339968342345, 5686.124139398352]",True,True,constant + exponential,True,5.911366208267194e-05,0.00095499883257677,m0.92_feh0.5_MLT1.9_fov0.018.gpdict,m0.92_feh0.5_MLT1.9_fov0.018.gpdata
288,m1.26_feh-0.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[36570104.47009536, 4643467269.299874]","[4939.929416421758, 6655.508346553239]",True,True,constant + exponential,True,7.997631997250233e-05,0.000607971519576922,m1.26_feh-0.5_MLT1.9_fov0.018.gpdict,m1.26_feh-0.5_MLT1.9_fov0.018.gpdata
289,m1.25_feh-5.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[28623569.14343908, 3536266151.545532]","[5023.0906089767195, 7334.038039876763]",True,True,constant + exponential,True,0.0001622355242878923,0.0032138217860093743,m1.25_feh-5.0_MLT1.9_fov0.018.gpdict,m1.25_feh-5.0_MLT1.9_fov0.018.gpdata
290,m1.05_feh-1.5_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[60857266.99433158, 8383755742.074187]","[4910.8359681482725, 6241.2401487661045]",True,True,constant + exponential,True,4.819311199447812e-05,0.0006352774628072266,m1.05_feh-1.5_MLT1.9_fov0.018.gpdict,m1.05_feh-1.5_MLT1.9_fov0.018.gpdata
291,m1.1_feh-1.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[55584050.21559427, 7296774816.03635]","[4890.591525077853, 6311.497373034132]",True,True,constant + exponential,True,4.625114348032396e-05,0.00038413151821115044,m1.1_feh-1.0_MLT1.9_fov0.018.gpdict,m1.1_feh-1.0_MLT1.9_fov0.018.gpdata
292,m1.15_feh1.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[52995734.56492252, 7384737323.793184]","[4816.576656430995, 6173.745903378003]",True,True,constant + exponential,True,0.00011356845238091858,0.0007894303416149384,m1.15_feh1.0_MLT1.9_fov0.018.gpdict,m1.15_feh1.0_MLT1.9_fov0.018.gpdata
293,m1.23_feh1.0_MLT1.9_fov0.018,star_age,effective_T,False,False,False,"[45326945.89861936, 5771363455.911882]","[4846.279200027424, 6363.342721616381]",True,True,constant + exponential,True,0.00014221663901170463,0.0008447763415023735,m1.23_feh1.0_MLT1.9_fov0.018.gpdict,m1.23_feh1.0_MLT1.9_fov0.018.gpdata
