,evolutionary_track,x,y,x2,xlog,ylog,xrange,yrange,xnormalization,ynormalization,kname,combination,mean_deviation,max_deviation,saveGPmodel,saveGPdata
38,m1.27_feh-5.5_MLT1.9_fov0.018,star_age,log_g,False,False,False,"[27196201.81008047, 3260504762.983039]","[3.1758968099660323, 4.418037629122922]",True,True,matern12,False,4.599646100205051e-05,0.000425312697090674,m1.27_feh-5.5_MLT1.9_fov0.018.gpdict,m1.27_feh-5.5_MLT1.9_fov0.018.gpdata
39,m1.97_feh1.0_MLT1.9_fov0.018,star_age,log_g,False,False,False,"[13707367.74666551, 1250457855.2936642]","[3.3805946606493533, 4.3160462280136835]",True,True,matern12,False,5.8583679959825754e-05,0.000330087134203072,m1.97_feh1.0_MLT1.9_fov0.018.gpdict,m1.97_feh1.0_MLT1.9_fov0.018.gpdata
40,m1.8_feh5.0_MLT1.9_fov0.018,star_age,log_g,False,False,False,"[19005628.62360115, 1914484854.5802734]","[3.073282365925943, 4.214763732544268]",True,True,matern12,False,4.821379184830517e-05,0.0003075135157799558,m1.8_feh5.0_MLT1.9_fov0.018.gpdict,m1.8_feh5.0_MLT1.9_fov0.018.gpdata
41,m1.14_feh-5.0_MLT1.9_fov0.018,star_age,log_g,False,False,False,"[35431860.1733587, 4879343955.134897]","[3.0967684732273506, 4.448536049582407]",True,True,matern12,False,2.995973471339511e-05,0.0001900638103854435,m1.14_feh-5.0_MLT1.9_fov0.018.gpdict,m1.14_feh-5.0_MLT1.9_fov0.018.gpdata
42,m1.16_feh-4.5_MLT1.9_fov0.018,star_age,log_g,False,False,False,"[34415408.00708991, 4713718795.490345]","[3.1153867022646535, 4.437745515641611]",True,True,matern12,False,2.7292424943416127e-05,0.00027908880915539225,m1.16_feh-4.5_MLT1.9_fov0.018.gpdict,m1.16_feh-4.5_MLT1.9_fov0.018.gpdata
43,m0.86_feh-2.0_MLT1.9_fov0.018,star_age,log_g,False,False,False,"[96788227.08495945, 17039358020.42888]","[3.3004217824515685, 4.617753006649461]",True,True,matern12,False,1.864670037714456e-05,0.00010719012962789876,m0.86_feh-2.0_MLT1.9_fov0.018.gpdict,m0.86_feh-2.0_MLT1.9_fov0.018.gpdata
44,m1.08_feh2.0_MLT1.9_fov0.018,star_age,log_g,False,False,False,"[66464441.20400558, 9866255377.76438]","[3.152790569824065, 4.5074281045196525]",True,True,matern12,False,1.7928184945553323e-05,0.00011923178474337881,m1.08_feh2.0_MLT1.9_fov0.018.gpdict,m1.08_feh2.0_MLT1.9_fov0.018.gpdata
45,m1.73_feh4.0_MLT1.9_fov0.018,star_age,log_g,False,False,False,"[20911472.13030731, 2116511296.394968]","[3.096880543148073, 4.232718499872897]",True,True,matern12,False,0.00013924262948895278,0.00042364002270411927,m1.73_feh4.0_MLT1.9_fov0.018.gpdict,m1.73_feh4.0_MLT1.9_fov0.018.gpdata
46,m1.18_feh-0.5_MLT1.9_fov0.018,star_age,log_g,False,False,False,"[43474714.30505465, 5883048798.560636]","[3.2375889826755135, 4.430416090105415]",True,True,matern12,False,3.192061873193514e-05,0.00019019516396967528,m1.18_feh-0.5_MLT1.9_fov0.018.gpdict,m1.18_feh-0.5_MLT1.9_fov0.018.gpdata
47,m1.66_feh5.0_MLT1.9_fov0.018,star_age,log_g,False,False,False,"[23458766.99706996, 2451487554.408938]","[2.9258238801770022, 4.226285066334519]",True,True,matern12,False,5.483836851355709e-05,0.0005321811191765224,m1.66_feh5.0_MLT1.9_fov0.018.gpdict,m1.66_feh5.0_MLT1.9_fov0.018.gpdata
48,m1.63_feh2.0_MLT1.9_fov0.018,star_age,log_g,False,False,False,"[22447161.225886006, 2299195789.8804264]","[3.048569441087907, 4.273787342796291]",True,True,matern12,False,4.282375094577692e-05,0.00047938361611854496,m1.63_feh2.0_MLT1.9_fov0.018.gpdict,m1.63_feh2.0_MLT1.9_fov0.018.gpdata
49,m1.59_feh-1.0_MLT1.9_fov0.018,star_age,log_g,False,False,False,"[20255544.750908423, 2042067528.282086]","[3.1317189404424917, 4.3504183827012985]",True,True,matern12,False,5.02824290010487e-05,0.00038409612295486895,m1.59_feh-1.0_MLT1.9_fov0.018.gpdict,m1.59_feh-1.0_MLT1.9_fov0.018.gpdata
