,evolutionary_track,x,y,x2,xlog,ylog,xrange,yrange,xnormalization,ynormalization,kname,combination,mean_deviation,max_deviation,saveGPmodel,saveGPdata
18,m0.91_feh-3.5_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[11641948636.193321, 12134191050.504936]","[346.46256467831455, 395.82368394188586]",True,True,matern32,False,0.0004059494857706866,0.0022248798775057477,m0.91_feh-3.5_MLT1.9_fov0.018.gpdict,m0.91_feh-3.5_MLT1.9_fov0.018.gpdata
19,m1.66_feh5.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[2384716185.400024, 2436018292.622379]","[203.93461131123684, 304.6384266863603]",True,True,matern32,False,0.004402141717011563,0.040194304195107944,m1.66_feh5.0_MLT1.9_fov0.018.gpdict,m1.66_feh5.0_MLT1.9_fov0.018.gpdata
20,m1.5_feh5.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[3221928240.015517, 3376878578.6735315]","[269.52498848147695, 388.24403188222533]",True,True,matern32,False,0.0012878926220617774,0.014095565943854305,m1.5_feh5.0_MLT1.9_fov0.018.gpdict,m1.5_feh5.0_MLT1.9_fov0.018.gpdata
21,m1.16_feh4.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[7942882345.06374, 8409574828.960259]","[364.6111102335989, 410.9434887611327]",True,True,matern32,False,0.00022188857821694362,0.0012189503917479083,m1.16_feh4.0_MLT1.9_fov0.018.gpdict,m1.16_feh4.0_MLT1.9_fov0.018.gpdata
22,m0.91_feh-4.5_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[10838968079.65669, 11304594482.576296]","[337.1114165681824, 393.57530927177623]",True,True,matern32,False,0.0004378348160670932,0.0031439039621578013,m0.91_feh-4.5_MLT1.9_fov0.018.gpdict,m0.91_feh-4.5_MLT1.9_fov0.018.gpdata
23,m1.74_feh-3.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[1357175633.4586167, 1376573686.079462]","[165.46374328569658, 255.91925722343464]",True,True,matern32,False,0.0017257004769058184,0.006647234160168103,m1.74_feh-3.0_MLT1.9_fov0.018.gpdict,m1.74_feh-3.0_MLT1.9_fov0.018.gpdata
24,m1.8_feh5.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[1878121218.87742, 1913492481.8282807]","[166.04068337197347, 268.15518073832294]",True,True,matern32,False,0.0022285030636523466,0.042588730927452745,m1.8_feh5.0_MLT1.9_fov0.018.gpdict,m1.8_feh5.0_MLT1.9_fov0.018.gpdata
25,m1.49_feh-2.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[2244009453.0571933, 2355293365.095044]","[201.42429709404664, 363.54477942664244]",True,True,matern32,False,0.011321749766906277,0.45065740412678973,m1.49_feh-2.0_MLT1.9_fov0.018.gpdict,m1.49_feh-2.0_MLT1.9_fov0.018.gpdata
26,m0.83_feh0.5_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[22953605130.752514, 23562128626.56416]","[379.57008602132987, 408.07413942200424]",True,True,matern32,False,0.00036054558600702495,0.000957352429860503,m0.83_feh0.5_MLT1.9_fov0.018.gpdict,m0.83_feh0.5_MLT1.9_fov0.018.gpdata
27,m1.14_feh-5.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[4496098262.883557, 4820740110.671483]","[273.9372869965027, 387.91778421034445]",True,True,matern32,False,0.00015626300916260193,0.0011522232009160138,m1.14_feh-5.0_MLT1.9_fov0.018.gpdict,m1.14_feh-5.0_MLT1.9_fov0.018.gpdata
28,m1.59_feh-1.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[1982741898.1796157, 2039260508.7017944]","[178.93231917603416, 298.63951753820567]",True,True,matern32,False,0.015568239670146573,0.043317474277342005,m1.59_feh-1.0_MLT1.9_fov0.018.gpdict,m1.59_feh-1.0_MLT1.9_fov0.018.gpdata
